d_code;d_name;s_name;s_value
230;Tuberous sclerosis;Cramps and spasms;45
230;Tuberous sclerosis;Delusions or hallucinations;45
230;Tuberous sclerosis;Symptoms of the kidneys;45
230;Tuberous sclerosis;Shoulder pain;45
230;Tuberous sclerosis;Depressive or psychotic symptoms;45
230;Tuberous sclerosis;Difficulty speaking;45
230;Tuberous sclerosis;Elbow weakness;3
230;Tuberous sclerosis;Underweight;3
230;Tuberous sclerosis;Excessive growth;3
230;Tuberous sclerosis;Low back weakness;3
230;Tuberous sclerosis;Feeling hot and cold;3
231;Empyema;Cough;69
231;Empyema;Shortness of breath;63
231;Empyema;Hurts to breath;44
231;Empyema;Back pain;44
231;Empyema;Sharp chest pain;44
231;Empyema;Coryza;44
231;Empyema;Skin rash;28
231;Empyema;Leg pain;28
231;Empyema;Skin lesion;28
231;Empyema;Sharp abdominal pain;28
231;Empyema;Difficulty breathing;28
231;Empyema;Abnormal appearing skin;28
232;Presbyacusis;Diminished hearing;91
232;Presbyacusis;Dizziness;70
232;Presbyacusis;Ringing in ear;59
232;Presbyacusis;Ear pain;41
232;Presbyacusis;Neck stiffness or tightness;41
232;Presbyacusis;Elbow weakness;3
232;Presbyacusis;Excessive growth;3
232;Presbyacusis;Feeling hot and cold;3
232;Presbyacusis;Wrist weakness;3
232;Presbyacusis;Low back weakness;3
232;Presbyacusis;Emotional symptoms;3
232;Presbyacusis;Elbow cramps or spasms;3
233;Neonatal jaundice;Jaundice;86
233;Neonatal jaundice;Infant feeding problem;24
233;Neonatal jaundice;Irritable infant;10
233;Neonatal jaundice;Changes in stool appearance;7
233;Neonatal jaundice;Irregular belly button;4
233;Neonatal jaundice;Fluid in ear;4
233;Neonatal jaundice;Recent weight loss;4
233;Neonatal jaundice;Drainage in throat;4
233;Neonatal jaundice;Infant spitting up;4
233;Neonatal jaundice;Lack of growth;4
233;Neonatal jaundice;Irregular appearing scalp;4
233;Neonatal jaundice;Flatulence;4
234;Chronic obstructive pulmonary disease (COPD);Cough;83
234;Chronic obstructive pulmonary disease (COPD);Shortness of breath;70
234;Chronic obstructive pulmonary disease (COPD);Nasal congestion;54
234;Chronic obstructive pulmonary disease (COPD);Fever;49
234;Chronic obstructive pulmonary disease (COPD);Sore throat;42
234;Chronic obstructive pulmonary disease (COPD);Difficulty breathing;39
234;Chronic obstructive pulmonary disease (COPD);Sharp chest pain;39
234;Chronic obstructive pulmonary disease (COPD);Coryza;31
234;Chronic obstructive pulmonary disease (COPD);Wheezing;25
234;Chronic obstructive pulmonary disease (COPD);Coughing up sputum;23
234;Chronic obstructive pulmonary disease (COPD);Congestion in chest;22
234;Chronic obstructive pulmonary disease (COPD);Chest tightness;12
235;Dislocation of the elbow;Arm pain;77
235;Dislocation of the elbow;Elbow pain;67
235;Dislocation of the elbow;Arm stiffness or tightness;51
235;Dislocation of the elbow;Depression;28
235;Dislocation of the elbow;Wrist pain;25
235;Dislocation of the elbow;Arm weakness;10
235;Dislocation of the elbow;Elbow swelling;10
235;Dislocation of the elbow;Irritable infant;5
235;Dislocation of the elbow;Arm swelling;5
236;Spondylosis;Low back pain;77
236;Spondylosis;Back pain;70
236;Spondylosis;Neck pain;66
236;Spondylosis;Leg pain;55
236;Spondylosis;Hip pain;40
236;Spondylosis;Shoulder pain;35
236;Spondylosis;Arm pain;30
236;Spondylosis;Loss of sensation;27
236;Spondylosis;Ache all over;26
236;Spondylosis;Knee pain;24
236;Spondylosis;Lower body pain;17
236;Spondylosis;Paresthesia;12
237;Herpangina;Fever;92
237;Herpangina;Skin rash;69
237;Herpangina;Sore throat;62
237;Herpangina;Vomiting;58
237;Herpangina;Mouth ulcer;47
237;Herpangina;Decreased appetite;40
237;Herpangina;Cough;35
237;Herpangina;Insomnia;16
237;Herpangina;Abnormal appearing skin;16
237;Herpangina;Tongue lesions;12
237;Herpangina;Swollen lymph nodes;12
237;Herpangina;Redness in ear;12
238;Injury to the shoulder;Shoulder pain;94
238;Injury to the shoulder;Arm pain;50
238;Injury to the shoulder;Neck pain;39
238;Injury to the shoulder;Back pain;28
238;Injury to the shoulder;Elbow pain;9
238;Injury to the shoulder;Shoulder stiffness or tightness;8
238;Injury to the shoulder;Lower body pain;8
238;Injury to the shoulder;Arm stiffness or tightness;6
238;Injury to the shoulder;Shoulder swelling;4
238;Injury to the shoulder;Bones are painful;4
238;Injury to the shoulder;Arm weakness;2
238;Injury to the shoulder;Muscle cramps, contractures, or spasms;2
239;Poisoning due to antidepressants;Depression;52
239;Poisoning due to antidepressants;Disturbance of memory;34
239;Poisoning due to antidepressants;Drug abuse;34
239;Poisoning due to antidepressants;Headache;34
239;Poisoning due to antidepressants;Sleepiness;21
239;Poisoning due to antidepressants;Abusing alcohol;21
239;Poisoning due to antidepressants;Allergic reaction;21
239;Poisoning due to antidepressants;Weakness;21
239;Poisoning due to antidepressants;Fainting;21
239;Poisoning due to antidepressants;Muscle pain;21
239;Poisoning due to antidepressants;Emotional symptoms;1
239;Poisoning due to antidepressants;Back weakness;1
240;Infection of open wound;Abnormal appearing skin;46
240;Infection of open wound;Leg pain;29
240;Infection of open wound;Fever;29
240;Infection of open wound;Hand or finger swelling;22
240;Infection of open wound;Skin lesion;22
240;Infection of open wound;Skin on arm or hand looks infected;22
240;Infection of open wound;Leg swelling;22
240;Infection of open wound;Chills;22
240;Infection of open wound;Fluid retention;12
240;Infection of open wound;Insomnia;12
240;Infection of open wound;Decreased appetite;12
240;Infection of open wound;Skin swelling;12
241;Deep vein thrombosis (DVT);Leg pain;66
241;Deep vein thrombosis (DVT);Leg swelling;57
241;Deep vein thrombosis (DVT);Abnormal appearing skin;15
241;Deep vein thrombosis (DVT);Peripheral edema;15
241;Deep vein thrombosis (DVT);Arm swelling;10
241;Deep vein thrombosis (DVT);Paresthesia;10
241;Deep vein thrombosis (DVT);Foot or toe swelling;8
241;Deep vein thrombosis (DVT);Ankle swelling;4
241;Deep vein thrombosis (DVT);Leg stiffness or tightness;4
241;Deep vein thrombosis (DVT);Leg cramps or spasms;3
241;Deep vein thrombosis (DVT);Leg lump or mass;3
241;Deep vein thrombosis (DVT);Disturbance of smell or taste;3
242;Protein deficiency;Weakness;52
242;Protein deficiency;Nausea;42
242;Protein deficiency;Vomiting;34
242;Protein deficiency;Decreased appetite;34
242;Protein deficiency;Ache all over;34
242;Protein deficiency;Fatigue;26
242;Protein deficiency;Depression;26
242;Protein deficiency;Dizziness;26
242;Protein deficiency;Shortness of breath;26
242;Protein deficiency;Sharp abdominal pain;26
242;Protein deficiency;Constipation;15
242;Protein deficiency;Smoking problems;15
243;Myoclonus;Abnormal involuntary movements;85
243;Myoclonus;Seizures;68
243;Myoclonus;Eye moves abnormally;19
243;Myoclonus;Problems with movement;19
243;Myoclonus;Fainting;19
243;Myoclonus;Drainage in throat;19
243;Myoclonus;Sleepiness;19
243;Myoclonus;Arm cramps or spasms;19
243;Myoclonus;Disturbance of memory;19
243;Myoclonus;Insomnia;19
243;Myoclonus;Loss of sensation;19
243;Myoclonus;Muscle swelling;1
244;Bone spur of the calcaneous;Foot or toe pain;94
244;Bone spur of the calcaneous;Ankle pain;50
244;Bone spur of the calcaneous;Foot or toe swelling;32
244;Bone spur of the calcaneous;Leg pain;24
244;Bone spur of the calcaneous;Paresthesia;14
244;Bone spur of the calcaneous;Problems with movement;14
244;Bone spur of the calcaneous;Joint pain;14
244;Bone spur of the calcaneous;Weight gain;14
244;Bone spur of the calcaneous;Muscle pain;14
244;Bone spur of the calcaneous;Elbow pain;14
244;Bone spur of the calcaneous;Heartburn;14
244;Bone spur of the calcaneous;Ankle swelling;14
245;Von Willebrand disease;Nosebleed;58
245;Von Willebrand disease;Itchy scalp;20
245;Von Willebrand disease;Fatigue;20
245;Von Willebrand disease;Long menstrual periods;20
245;Von Willebrand disease;Wrist pain;20
245;Von Willebrand disease;Blood in stool;20
245;Von Willebrand disease;Arm pain;20
245;Von Willebrand disease;Heavy menstrual flow;20
245;Von Willebrand disease;Burning abdominal pain;20
245;Von Willebrand disease;Muscle swelling;1
245;Von Willebrand disease;Low back weakness;1
245;Von Willebrand disease;Abnormal size or shape of ear;1
246;Open wound of the back;Skin lesion;23
246;Open wound of the back;Lower body pain;18
246;Open wound of the back;Weight gain;13
246;Open wound of the back;Throat feels tight;7
246;Open wound of the back;Irregular heartbeat;7
246;Open wound of the back;Lymphedema;7
246;Open wound of the back;Skin growth;7
247;Heart block;Sharp chest pain;48
247;Heart block;Shortness of breath;46
247;Heart block;Dizziness;39
247;Heart block;Fainting;33
247;Heart block;Weakness;29
247;Heart block;Palpitations;24
247;Heart block;Chest tightness;18
247;Heart block;Peripheral edema;15
247;Heart block;Decreased heart rate;12
247;Heart block;Weight gain;12
247;Heart block;Increased heart rate;12
247;Heart block;Irregular heartbeat;8
248;Colonic polyp;Rectal bleeding;42
248;Colonic polyp;Blood in stool;35
248;Colonic polyp;Constipation;31
248;Colonic polyp;Sharp abdominal pain;31
248;Colonic polyp;Diarrhea;28
248;Colonic polyp;Upper abdominal pain;17
248;Colonic polyp;Heartburn;13
248;Colonic polyp;Pain of the anus;11
248;Colonic polyp;Regurgitation;11
248;Colonic polyp;Flatulence;6
248;Colonic polyp;Changes in stool appearance;6
248;Colonic polyp;Discharge in stools;6
249;Hypospadias;Retention of urine;29
249;Hypospadias;Recent weight loss;17
249;Hypospadias;Unusual color or odor to urine;17
249;Hypospadias;Symptoms of the scrotum and testes;17
249;Hypospadias;Skin growth;17
249;Hypospadias;Suprapubic pain;17
249;Hypospadias;Penis pain;17
249;Hypospadias;Jaundice;17
250;Magnesium deficiency;Dizziness;49
250;Magnesium deficiency;Sharp abdominal pain;49
250;Magnesium deficiency;Leg pain;43
250;Magnesium deficiency;Sharp chest pain;36
250;Magnesium deficiency;Palpitations;36
250;Magnesium deficiency;Vomiting;36
250;Magnesium deficiency;Weakness;36
250;Magnesium deficiency;Seizures;36
250;Magnesium deficiency;Shortness of breath;27
250;Magnesium deficiency;Nausea;27
250;Magnesium deficiency;Diarrhea;27
250;Magnesium deficiency;Leg cramps or spasms;27
251;Female infertility of unknown cause;Infertility;92
251;Female infertility of unknown cause;Unpredictable menstruation;15
251;Female infertility of unknown cause;Long menstrual periods;6
251;Female infertility of unknown cause;Scanty menstrual flow;3
251;Female infertility of unknown cause;Unwanted hair;2
251;Female infertility of unknown cause;Absence of menstruation;2
251;Female infertility of unknown cause;Bleeding or discharge from nipple;2
251;Female infertility of unknown cause;Loss of sex drive;2
251;Female infertility of unknown cause;Pain during intercourse;2
251;Female infertility of unknown cause;Irregular belly button;2
252;Pericarditis;Sharp chest pain;88
252;Pericarditis;Shortness of breath;66
252;Pericarditis;Difficulty breathing;45
252;Pericarditis;Chest tightness;45
252;Pericarditis;Sharp abdominal pain;28
252;Pericarditis;Nausea;28
252;Pericarditis;Irregular heartbeat;21
252;Pericarditis;Fainting;21
252;Pericarditis;Palpitations;21
252;Pericarditis;Lower body pain;12
252;Pericarditis;Hurts to breath;12
252;Pericarditis;Lymphedema;12
253;Attention deficit hyperactivity disorder (ADHD);Depressive or psychotic symptoms;53
253;Attention deficit hyperactivity disorder (ADHD);Depression;34
253;Attention deficit hyperactivity disorder (ADHD);Anxiety and nervousness;32
253;Attention deficit hyperactivity disorder (ADHD);Hostile behavior;17
253;Attention deficit hyperactivity disorder (ADHD);Excessive anger;17
253;Attention deficit hyperactivity disorder (ADHD);Restlessness;15
253;Attention deficit hyperactivity disorder (ADHD);Temper problems;9
253;Attention deficit hyperactivity disorder (ADHD);Drug abuse;8
253;Attention deficit hyperactivity disorder (ADHD);Obsessions and compulsions;8
253;Attention deficit hyperactivity disorder (ADHD);Low self-esteem;4
253;Attention deficit hyperactivity disorder (ADHD);Lack of growth;4
253;Attention deficit hyperactivity disorder (ADHD);Antisocial behavior;2
254;Neuromyelitis optica;Painful urination;77
254;Neuromyelitis optica;Ache all over;77
254;Neuromyelitis optica;Arm pain;77
254;Neuromyelitis optica;Loss of sensation;77
254;Neuromyelitis optica;Weakness;77
254;Neuromyelitis optica;Diminished vision;77
254;Neuromyelitis optica;Vulvar sore;11
254;Neuromyelitis optica;Excessive growth;11
254;Neuromyelitis optica;Knee lump or mass;11
254;Neuromyelitis optica;Nailbiting;11
254;Neuromyelitis optica;Shoulder swelling;11
254;Neuromyelitis optica;Neck cramps or spasms;11
255;Pulmonic valve disease;Lack of growth;40
255;Pulmonic valve disease;Leg pain;40
255;Pulmonic valve disease;Shortness of breath;40
255;Pulmonic valve disease;Low back pain;40
255;Pulmonic valve disease;Elbow weakness;3
255;Pulmonic valve disease;Elbow cramps or spasms;3
255;Pulmonic valve disease;Excessive growth;3
255;Pulmonic valve disease;Feeling hot and cold;3
255;Pulmonic valve disease;Wrist weakness;3
255;Pulmonic valve disease;Low back weakness;3
255;Pulmonic valve disease;Emotional symptoms;3
255;Pulmonic valve disease;Nailbiting;3
256;Tietze syndrome;Sharp chest pain;94
256;Tietze syndrome;Rib pain;51
256;Tietze syndrome;Shortness of breath;49
256;Tietze syndrome;Cough;41
256;Tietze syndrome;Back pain;41
256;Tietze syndrome;Chest tightness;35
256;Tietze syndrome;Side pain;27
256;Tietze syndrome;Nausea;27
256;Tietze syndrome;Hurts to breath;22
256;Tietze syndrome;Difficulty breathing;22
256;Tietze syndrome;Pain or soreness of breast;22
256;Tietze syndrome;Loss of sensation;21
257;Cranial nerve palsy;Double vision;53
257;Cranial nerve palsy;Headache;40
257;Cranial nerve palsy;Diminished vision;35
257;Cranial nerve palsy;Abnormal involuntary movements;29
257;Cranial nerve palsy;Symptoms of the face;26
257;Cranial nerve palsy;Loss of sensation;22
257;Cranial nerve palsy;Abnormal movement of eyelid;22
257;Cranial nerve palsy;Pupils unequal;19
257;Cranial nerve palsy;Pain in eye;19
257;Cranial nerve palsy;Facial pain;19
257;Cranial nerve palsy;Difficulty speaking;10
257;Cranial nerve palsy;Cramps and spasms;10
258;Injury to the arm;Wrist pain;80
258;Injury to the arm;Elbow pain;69
258;Injury to the arm;Arm pain;54
258;Injury to the arm;Hand or finger pain;38
258;Injury to the arm;Loss of sensation;21
258;Injury to the arm;Wrist swelling;19
258;Injury to the arm;Hand or finger swelling;14
258;Injury to the arm;Joint pain;11
258;Injury to the arm;Elbow swelling;10
258;Injury to the arm;Arm swelling;7
258;Injury to the arm;Arm stiffness or tightness;6
258;Injury to the arm;Bones are painful;4
259;Conversion disorder;Seizures;69
259;Conversion disorder;Depression;58
259;Conversion disorder;Sweating;40
259;Conversion disorder;Allergic reaction;40
259;Conversion disorder;Weakness;40
259;Conversion disorder;Sore throat;40
259;Conversion disorder;Anxiety and nervousness;40
259;Conversion disorder;Abnormal involuntary movements;40
259;Conversion disorder;Fatigue;25
259;Conversion disorder;Cough;25
259;Conversion disorder;Focal weakness;25
259;Conversion disorder;Fainting;25
260;Complex regional pain syndrome;Loss of sensation;63
260;Complex regional pain syndrome;Leg pain;52
260;Complex regional pain syndrome;Foot or toe pain;42
260;Complex regional pain syndrome;Paresthesia;40
260;Complex regional pain syndrome;Back pain;37
260;Complex regional pain syndrome;Ache all over;33
260;Complex regional pain syndrome;Arm pain;30
260;Complex regional pain syndrome;Hand or finger pain;28
260;Complex regional pain syndrome;Low back pain;27
260;Complex regional pain syndrome;Neck pain;26
260;Complex regional pain syndrome;Abnormal involuntary movements;19
260;Complex regional pain syndrome;Problems with movement;18
261;Otosclerosis;Diminished hearing;94
261;Otosclerosis;Dizziness;53
261;Otosclerosis;Plugged feeling in ear;53
261;Otosclerosis;Ear pain;53
261;Otosclerosis;Elbow weakness;2
261;Otosclerosis;Nailbiting;2
261;Otosclerosis;Low back weakness;2
261;Otosclerosis;Emotional symptoms;2
261;Otosclerosis;Elbow cramps or spasms;2
261;Otosclerosis;Underweight;2
261;Otosclerosis;Wrist weakness;2
261;Otosclerosis;Muscle swelling;2
262;Injury to the trunk;Back pain;72
262;Injury to the trunk;Rib pain;59
262;Injury to the trunk;Sharp chest pain;53
262;Injury to the trunk;Low back pain;50
262;Injury to the trunk;Neck pain;49
262;Injury to the trunk;Shoulder pain;30
262;Injury to the trunk;Headache;28
262;Injury to the trunk;Lower body pain;20
262;Injury to the trunk;Bones are painful;18
262;Injury to the trunk;Wrist pain;14
262;Injury to the trunk;Symptoms of the scrotum and testes;4
262;Injury to the trunk;Sinus congestion;4
263;Hypothyroidism;Fatigue;30
263;Hypothyroidism;Weight gain;12
263;Hypothyroidism;Too little hair;4
263;Hypothyroidism;Muscle pain;3
263;Hypothyroidism;Hot flashes;2
263;Hypothyroidism;Leg cramps or spasms;2
263;Hypothyroidism;Absence of menstruation;1
263;Hypothyroidism;Poor circulation;1
263;Hypothyroidism;Wrist swelling;1
263;Hypothyroidism;Feeling cold;1
263;Hypothyroidism;Thirst;1
264;Primary insomnia;Insomnia;76
264;Primary insomnia;Abnormal breathing sounds;53
264;Primary insomnia;Fatigue;51
264;Primary insomnia;Apnea;40
264;Primary insomnia;Sleepiness;40
264;Primary insomnia;Headache;33
264;Primary insomnia;Anxiety and nervousness;33
264;Primary insomnia;Sleepwalking;33
264;Primary insomnia;Seizures;33
264;Primary insomnia;Neck pain;25
264;Primary insomnia;Abnormal involuntary movements;25
264;Primary insomnia;Delusions or hallucinations;20
265;Lice;Itchy scalp;49
265;Lice;Skin rash;49
265;Lice;Cough;39
265;Lice;Itching of skin;32
265;Lice;Smoking problems;24
265;Lice;Skin lesion;24
265;Lice;Fever;24
265;Lice;Nasal congestion;24
265;Lice;Warts;24
265;Lice;Skin oiliness;14
265;Lice;Leg lump or mass;14
265;Lice;Sneezing;14
266;Vitamin B12 deficiency;Fatigue;36
266;Vitamin B12 deficiency;Paresthesia;14
266;Vitamin B12 deficiency;Disturbance of memory;14
266;Vitamin B12 deficiency;Problems with movement;9
266;Vitamin B12 deficiency;Sweating;6
266;Vitamin B12 deficiency;Symptoms of the face;6
266;Vitamin B12 deficiency;Heartburn;6
266;Vitamin B12 deficiency;Hot flashes;6
266;Vitamin B12 deficiency;Leg cramps or spasms;3
266;Vitamin B12 deficiency;Abnormal appearing tongue;3
266;Vitamin B12 deficiency;Too little hair;3
266;Vitamin B12 deficiency;Knee stiffness or tightness;3
267;Diabetes;Weight gain;7
267;Diabetes;Thirst;2
267;Diabetes;Symptoms of the kidneys;1
268;Vulvodynia;Pelvic pain;76
268;Vulvodynia;Sharp abdominal pain;74
268;Vulvodynia;Lower abdominal pain;52
268;Vulvodynia;Pain during pregnancy;34
268;Vulvodynia;Nausea;25
268;Vulvodynia;Back pain;24
268;Vulvodynia;Vaginal pain;23
268;Vulvodynia;Side pain;22
268;Vulvodynia;Vaginal discharge;20
268;Vulvodynia;Burning abdominal pain;19
268;Vulvodynia;Painful urination;17
268;Vulvodynia;Cramps and spasms;16
269;Endometriosis;Pelvic pain;67
269;Endometriosis;Sharp abdominal pain;61
269;Endometriosis;Lower abdominal pain;30
269;Endometriosis;Painful menstruation;28
269;Endometriosis;Heavy menstrual flow;20
269;Endometriosis;Burning abdominal pain;18
269;Endometriosis;Infertility;15
269;Endometriosis;Intermenstrual bleeding;12
269;Endometriosis;Hot flashes;10
269;Endometriosis;Absence of menstruation;10
269;Endometriosis;Vaginal pain;10
269;Endometriosis;Chills;10
270;Vasculitis;Skin rash;46
270;Vasculitis;Skin lesion;38
270;Vasculitis;Headache;35
270;Vasculitis;Leg pain;30
270;Vasculitis;Dizziness;25
270;Vasculitis;Lymphedema;9
270;Vasculitis;Foot or toe swelling;6
270;Vasculitis;Plugged feeling in ear;6
270;Vasculitis;Skin irritation;6
270;Vasculitis;Swollen tongue;3
270;Vasculitis;Leg lump or mass;3
270;Vasculitis;Leg stiffness or tightness;3
271;Concussion;Headache;83
271;Concussion;Dizziness;49
271;Concussion;Neck pain;45
271;Concussion;Vomiting;31
271;Concussion;Disturbance of memory;30
271;Concussion;Nausea;29
271;Concussion;Back pain;28
271;Concussion;Facial pain;15
271;Concussion;Sleepiness;11
271;Concussion;Rib pain;8
271;Concussion;Double vision;6
271;Concussion;Difficulty speaking;5
272;Oral leukoplakia;Tongue lesions;73
272;Oral leukoplakia;Fever;45
272;Oral leukoplakia;Hemoptysis;45
272;Oral leukoplakia;Skin swelling;45
272;Oral leukoplakia;Gum pain;45
272;Oral leukoplakia;Mouth pain;45
272;Oral leukoplakia;Elbow cramps or spasms;3
272;Oral leukoplakia;Elbow weakness;3
272;Oral leukoplakia;Excessive growth;3
272;Oral leukoplakia;Underweight;3
272;Oral leukoplakia;Low back weakness;3
272;Oral leukoplakia;Wrist weakness;3
273;Chronic kidney disease;Fatigue;35
273;Chronic kidney disease;Shortness of breath;25
273;Chronic kidney disease;Symptoms of the kidneys;21
273;Chronic kidney disease;Peripheral edema;13
273;Chronic kidney disease;Feeling cold;2
273;Chronic kidney disease;Unusual color or odor to urine;2
274;Bladder disorder;Symptoms of bladder;59
274;Bladder disorder;Blood in urine;53
274;Bladder disorder;Frequent urination;46
274;Bladder disorder;Sharp abdominal pain;36
274;Bladder disorder;Retention of urine;33
274;Bladder disorder;Involuntary urination;30
274;Bladder disorder;Suprapubic pain;27
274;Bladder disorder;Painful urination;20
274;Bladder disorder;Bladder mass;20
274;Bladder disorder;Coryza;20
274;Bladder disorder;Pelvic pain;16
274;Bladder disorder;Lower abdominal pain;16
275;Chorioretinitis;Diminished vision;78
275;Chorioretinitis;Spots or clouds in vision;55
275;Chorioretinitis;Eye burns or stings;32
275;Chorioretinitis;Pain in eye;32
275;Chorioretinitis;Itchiness of eye;19
275;Chorioretinitis;Double vision;19
275;Chorioretinitis;Foreign body sensation in eye;19
275;Chorioretinitis;Muscle swelling;1
275;Chorioretinitis;Elbow cramps or spasms;1
275;Chorioretinitis;Pus in urine;1
275;Chorioretinitis;Low back weakness;1
275;Chorioretinitis;Knee cramps or spasms;1
276;Priapism;Penis pain;85
276;Priapism;Painful urination;51
276;Priapism;Back pain;33
276;Priapism;Pain during intercourse;33
276;Priapism;Leg cramps or spasms;33
276;Priapism;Impotence;33
276;Priapism;Drug abuse;33
276;Priapism;Allergic reaction;33
276;Priapism;Premature ejaculation;33
276;Priapism;Ache all over;33
276;Priapism;Abusing alcohol;33
276;Priapism;Elbow weakness;2
277;Myositis;Leg pain;42
277;Myositis;Knee pain;40
277;Myositis;Skin rash;26
277;Myositis;Back pain;26
277;Myositis;Headache;26
277;Myositis;Loss of sensation;22
277;Myositis;Paresthesia;18
277;Myositis;Muscle pain;18
277;Myositis;Hip pain;18
277;Myositis;Lower body pain;12
277;Myositis;Leg weakness;12
277;Myositis;Problems with movement;12
278;Mononucleosis;Sore throat;85
278;Mononucleosis;Fever;70
278;Mononucleosis;Headache;57
278;Mononucleosis;Swollen lymph nodes;41
278;Mononucleosis;Fatigue;41
278;Mononucleosis;Ache all over;36
278;Mononucleosis;Ear pain;36
278;Mononucleosis;Cough;36
278;Mononucleosis;Nasal congestion;33
278;Mononucleosis;Skin rash;30
278;Mononucleosis;Feeling ill;27
278;Mononucleosis;Nausea;27
279;Neuralgia;Back pain;73
279;Neuralgia;Leg pain;64
279;Neuralgia;Loss of sensation;60
279;Neuralgia;Neck pain;57
279;Neuralgia;Low back pain;54
279;Neuralgia;Ache all over;40
279;Neuralgia;Arm pain;38
279;Neuralgia;Foot or toe pain;34
279;Neuralgia;Headache;34
279;Neuralgia;Hip pain;31
279;Neuralgia;Paresthesia;31
279;Neuralgia;Shoulder pain;30
280;Polycystic kidney disease;Side pain;45
280;Polycystic kidney disease;Blood in urine;40
280;Polycystic kidney disease;Sharp abdominal pain;34
280;Polycystic kidney disease;Kidney mass;31
280;Polycystic kidney disease;Back pain;28
280;Polycystic kidney disease;Low back pain;24
280;Polycystic kidney disease;Painful urination;16
280;Polycystic kidney disease;Symptoms of the kidneys;16
280;Polycystic kidney disease;Retention of urine;16
280;Polycystic kidney disease;Frequent urination;16
280;Polycystic kidney disease;Suprapubic pain;16
280;Polycystic kidney disease;Skin growth;11
281;Bipolar disorder;Depressive or psychotic symptoms;64
281;Bipolar disorder;Depression;62
281;Bipolar disorder;Anxiety and nervousness;48
281;Bipolar disorder;Insomnia;21
281;Bipolar disorder;Hostile behavior;21
281;Bipolar disorder;Delusions or hallucinations;20
281;Bipolar disorder;Abusing alcohol;18
281;Bipolar disorder;Drug abuse;18
281;Bipolar disorder;Excessive anger;15
281;Bipolar disorder;Temper problems;13
281;Bipolar disorder;Fears and phobias;7
281;Bipolar disorder;Obsessions and compulsions;4
282;Amyloidosis;Shortness of breath;72
282;Amyloidosis;Fatigue;43
282;Amyloidosis;Anxiety and nervousness;43
282;Amyloidosis;Symptoms of the kidneys;43
282;Amyloidosis;Congestion in chest;43
282;Amyloidosis;Fever;43
282;Amyloidosis;Weakness;43
282;Amyloidosis;Abnormal appearing skin;43
282;Amyloidosis;Wrist weakness;3
282;Amyloidosis;Nailbiting;3
282;Amyloidosis;Eye strain;3
282;Amyloidosis;Feeling hot and cold;3
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Loss of sensation;78
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Weakness;67
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Problems with movement;53
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Leg weakness;53
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Leg cramps or spasms;27
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Abnormal involuntary movements;27
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Facial pain;27
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Fatigue;27
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Hand or finger weakness;27
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Focal weakness;27
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Dizziness;27
283;Chronic inflammatory demyelinating polyneuropathy (CIDP);Leg pain;27
284;Gastroesophageal reflux disease (GERD);Sharp chest pain;44
284;Gastroesophageal reflux disease (GERD);Sharp abdominal pain;43
284;Gastroesophageal reflux disease (GERD);Vomiting;33
284;Gastroesophageal reflux disease (GERD);Heartburn;33
284;Gastroesophageal reflux disease (GERD);Cough;33
284;Gastroesophageal reflux disease (GERD);Nausea;28
284;Gastroesophageal reflux disease (GERD);Burning abdominal pain;21
284;Gastroesophageal reflux disease (GERD);Upper abdominal pain;16
284;Gastroesophageal reflux disease (GERD);Difficulty in swallowing;16
284;Gastroesophageal reflux disease (GERD);Regurgitation;13
284;Gastroesophageal reflux disease (GERD);Chest tightness;11
284;Gastroesophageal reflux disease (GERD);Hoarse voice;10
285;Vitreous hemorrhage;Diminished vision;83
285;Vitreous hemorrhage;Spots or clouds in vision;72
285;Vitreous hemorrhage;Blindness;40
285;Vitreous hemorrhage;Symptoms of eye;35
285;Vitreous hemorrhage;Pain in eye;30
285;Vitreous hemorrhage;Bleeding from eye;30
285;Vitreous hemorrhage;Lacrimation;10
286;Poisoning due to antimicrobial drugs;Skin rash;83
286;Poisoning due to antimicrobial drugs;Allergic reaction;62
286;Poisoning due to antimicrobial drugs;Problems with movement;51
286;Poisoning due to antimicrobial drugs;Abnormal involuntary movements;43
286;Poisoning due to antimicrobial drugs;Vomiting;43
286;Poisoning due to antimicrobial drugs;Nausea;43
286;Poisoning due to antimicrobial drugs;Posture problems;43
286;Poisoning due to antimicrobial drugs;Shortness of breath;33
286;Poisoning due to antimicrobial drugs;Depressive or psychotic symptoms;33
286;Poisoning due to antimicrobial drugs;Paresthesia;33
286;Poisoning due to antimicrobial drugs;Cough;33
286;Poisoning due to antimicrobial drugs;Peripheral edema;20
287;Open wound of the mouth;Tongue lesions;31
287;Open wound of the mouth;Toothache;27
287;Open wound of the mouth;Seizures;23
287;Open wound of the mouth;Lip swelling;18
